CODIGO,HIJO,NOMBRE,DESCRIPCION CORTA,DESCRIPCION LARGA,CATEGORIA,SUBSUBCATEGORIA1,SUBSUBCATEGORIA2,SUBSUBCATEGORIA3,SUBSUBCATEGORIA4,MARCA,RANGO,AMPERAJE,VOLTAJE,POLOS,OHMS,WATTS,TAMAÑO,SALIDA  RELEVADOR,OPCIONES SALIDA,CARACTERISTICA,CARACTERISTICA2,CARACTERISTICA3,RELACIONADOS,IMAGEN
M40P-13,M40P,FEMA indicador  procesos M40P,indicador procesos  FEMA MOD. M40P,"Indicador de panel para señales de proceso en mA y Vdc. Acepta señales de entrada de 4/20mA, 0/10Vdc, ±20mA y ±10Vdc.Indicación de 4 dígitos de 14?mm de altura. Tamaño 96?x?48?mm para montaje en panel. Proporciona tensión de excitación para el sensor. Alimentación universal alta o baja en AC / DC. Opciones de salida relé, transistor, control SSR, salida analógica y comunicaciones MODBUS RTU.",Medición,Equipo para tablero digital,Proceso,,,FEMA,,,,,,,,R4 4 RELEV,AO SALIDA ANALOGICA,,,,,
M40P-14,M40P,,,,,,,,,,,,,,,,,R4 4 RELEV,RTU MODBUS,,,,,
M40P-15,M40P,,,,,,,,,,,,,,,,,R4 4 RELEV,S4 RS485,,,,,
M40P-16,M40P,,,,,,,,,,,,,,,,,R4 4 RELEV,S2 RS232,,,,,
M40P-17,M40P,,,,,,,,,,,,,,,,,R4 4 RELEV,T1 1 TRANSISTOR,,,,,
M40P-18,M40P,,,,,,,,,,,,,,,,,R4 4 RELEV,SSR 1 CONTROL SSR ,,,,,
M40P-19,M40P,FEMA indicador  procesos M40P,indicador procesos  FEMA MOD. M40P,"Indicador de panel para señales de proceso en mA y Vdc. Acepta señales de entrada de 4/20mA, 0/10Vdc, ±20mA y ±10Vdc.Indicación de 4 dígitos de 14?mm de altura. Tamaño 96?x?48?mm para montaje en panel. Proporciona tensión de excitación para el sensor. Alimentación universal alta o baja en AC / DC. Opciones de salida relé, transistor, control SSR, salida analógica y comunicaciones MODBUS RTU.",Medición,Equipo para tablero digital,Proceso,,,FEMA,,,,,,,,R6 6 RELEV,AO SALIDA ANALOGICA,,,,,
M40P-20,M40P,,,,,,,,,,,,,,,,,R6 6 RELEV,RTU MODBUS,,,,,
M40P-21,M40P,,,,,,,,,,,,,,,,,R6 6 RELEV,S4 RS485,,,,,
M40P-22,M40P,,,,,,,,,,,,,,,,,R6 6 RELEV,S2 RS232,,,,,
M40P-23,M40P,,,,,,,,,,,,,,,,,R6 6 RELEV,T1 1 TRANSISTOR,,,,,
M40P-24,M40P,,,,,,,,,,,,,,,,,R6 6 RELEV,SSR 1 CONTROL SSR ,,,,,
C40D,,FEMA INDICADOR MULTISEÑAL C40D,Indicador multiseñal  FEMA MOD. C40D ,"Indicador de panel multiseñal configurable de 4 digitos   para señales de proceso (mA Vcd) , Temperatura : termopares ( K,J,E,N,L,SB,T,C), Pt100,Pt500,Pt1000, Ni100, Ni200, Ni1000, PTC y NYC , Resistencia, Voltaje CA y CD (hasta 400V) Corriente CA, CD ( hasta 5A).Tamaño 96x48mm .Opciones: control relevador, salida analogica, salida MODBUS RTU",Medición,Equipo para tablero digital,Multifunción,,,FEMA,,,,,,,,A1(1RELEVADOR )|A2 (2o RELEVADOR),Analogica (4-20mA)|MODBUS RTU,,,,"A1, A2",c40d.jpg
C40D-1,C40D,FEMA INDICADOR MULTISEÑAL C40D,Indicador multiseñal  FEMA MOD. C40D ,"Indicador de panel multiseñal configurable de 4 digitos   para señales de proceso (mA Vcd) , Temperatura : termopares ( K,J,E,N,L,SB,T,C), Pt100,Pt500,Pt1000, Ni100, Ni200, Ni1000, PTC y NYC , Resistencia, Voltaje CA y CD (hasta 400V) Corriente CA, CD ( hasta 5A).Tamaño 96x48mm .Opciones: control relevador, salida analogica, salida MODBUS RTU",,Equipo para tablero digital,Multifunción,,,FEMA,,,,,,,,A1(1RELEVADOR ),Analogica (4-20mA),,,,"A1, A2",c40d.jpg
C40D-2,C40D,,,,,,,,,,,,,,,,,A1(1RELEVADOR ),MODBUS RTU,,,,"A1, A2",c40d.jpg
C40D-3,C40D,FEMA INDICADOR MULTISEÑAL C40D,Indicador multiseñal  FEMA MOD. C40D ,"Indicador de panel multiseñal configurable de 4 digitos   para señales de proceso (mA Vcd) , Temperatura : termopares ( K,J,E,N,L,SB,T,C), Pt100,Pt500,Pt1000, Ni100, Ni200, Ni1000, PTC y NYC , Resistencia, Voltaje CA y CD (hasta 400V) Corriente CA, CD ( hasta 5A).Tamaño 96x48mm .Opciones: control relevador, salida analogica, salida MODBUS RTU",,Equipo para tablero digital,Multifunción,,,FEMA,,,,,,,,A2 (2o RELEVADOR),Analogica (4-20mA),,,,"A1, A2",c40d.jpg
C40D-4,C40D,,,,,,,,,,,,,,,,,A2 (2o RELEVADOR),MODBUS RTU,,,,"A1, A2",c40d.jpg
